"response","fixed1","fixed2","random","Age.filter","best.model","significant","p.value","sample.size","Rsq.R2m","Rsq.R2c","delta.aic"
"ANPP_foliage","Aridity","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.215e-07,128,0.3895,0.8401,5.474
"ANPP_1","Aridity","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,5.42e-12,149,0.3831,0.8642,10.86
"ANPP_foliage","Aridity","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.097e-09,128,0.3984,0.8558,1.663
"ANPP_1","Aridity","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,8.748e-09,149,0.176,0.857,0.417
"ANPP_foliage","Aridity","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.0001138,128,0.2044,0.8816,1.419
"ANPP_1","Aridity","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,3.894e-12,149,0.4209,0.8505,17.49
"ANPP_foliage","Aridity","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,5.29e-13,128,0.5581,0.8391,1.55
"ANPP_1","Aridity","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,8.884e-10,149,0.2821,0.8573,6.038
"ANPP_foliage","Aridity","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.242e-07,128,0.3724,0.8739,1.017
"ANPP_1","Aridity","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.841e-09,149,0.264,0.8508,4.492
"ANPP_foliage","Aridity","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.139e-09,128,0.4425,0.8693,1.708
"ANPP_1","Aridity","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.963e-09,149,0.2576,0.8503,3.481
"ANPP_foliage","Aridity","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.948e-10,128,0.4265,0.8411,1.993
"ANPP_1","PotentialEvapotranspiration","mat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.17e-14,117,0.5494,0.879,1.361
"ANPP_foliage","PotentialEvapotranspiration","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,3.717e-14,92,0.6753,0.8617,0.1717
"ANPP_1","PotentialEvapotranspiration","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,5.31e-08,117,0.4925,0.9225,7.01
"ANPP_foliage","PotentialEvapotranspiration","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,5.533e-10,98,0.4576,0.8725,7.551
"ANPP_1","PotentialEvapotranspiration","lat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,5.095e-15,149,0.4658,0.8669,10.63
"ANPP_foliage","PotentialEvapotranspiration","lat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.548e-12,128,0.5159,0.8558,1.718
"ANPP_1","PotentialEvapotranspiration","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.03e-11,149,0.4765,0.8667,6.549
"ANPP_foliage","PotentialEvapotranspiration","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,4.996e-14,128,0.5788,0.8455,2.147
"ANPP_1","PotentialEvapotranspiration","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.813e-12,149,0.4096,0.8599,6.092
"ANPP_foliage","PotentialEvapotranspiration","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,6.858e-12,128,0.5124,0.8556,2.291
"ANPP_1","PotentialEvapotranspiration","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,3.755e-11,149,0.3715,0.8554,6.281
"ANPP_foliage","PotentialEvapotranspiration","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.239e-11,128,0.5143,0.8521,2.125
"ANPP_1","PotentialEvapotranspiration","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.421e-08,149,0.412,0.8948,5.488
"ANPP_foliage","PotentialEvapotranspiration","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.733e-10,128,0.3799,0.857,4.012
"ANPP_1","PotentialEvapotranspiration","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,5.947e-12,149,0.4209,0.8671,4.69
"ANPP_foliage","PotentialEvapotranspiration","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,4.763e-11,128,0.4575,0.8551,2.3
"ANPP_1","PotentialEvapotranspiration","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.421e-08,149,0.412,0.8948,3.38
"ANPP_foliage","PotentialEvapotranspiration","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.733e-10,128,0.3799,0.857,1.103
"ANPP_1","PotentialEvapotranspiration","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,6.902e-12,149,0.4793,0.8647,6.357
"ANPP_foliage","PotentialEvapotranspiration","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,7.922e-13,128,0.5334,0.8413,2.216
"ANPP_1","PotentialEvapotranspiration","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,7.622e-11,149,0.3145,0.8705,5.015
"ANPP_foliage","PotentialEvapotranspiration","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.733e-10,128,0.3799,0.857,5.727
"ANPP_1","PotentialEvapotranspiration","Aridity","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.421e-08,149,0.412,0.8948,5.007
"ANPP_foliage","PotentialEvapotranspiration","Aridity","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.733e-10,128,0.3799,0.857,2.739
"ANPP_1","PotentialEvapotranspiration","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.421e-08,149,0.412,0.8948,1.973
"ANPP_foliage","PotentialEvapotranspiration","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.733e-10,128,0.3799,0.857,2.736
"ANPP_1","VapourPressureDeficit","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,5.319e-14,117,0.524,0.8824,1.988
"ANPP_foliage","VapourPressureDeficit","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,5.111e-13,92,0.6311,0.8676,0.7473
"ANPP_1","VapourPressureDeficit","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.186e-05,117,0.3641,0.9273,4.385
"ANPP_foliage","VapourPressureDeficit","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,4.637e-09,98,0.3845,0.8423,4.118
"ANPP_1","VapourPressureDeficit","lat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,3.493e-14,149,0.4393,0.8622,7.706
"ANPP_foliage","VapourPressureDeficit","lat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.092e-12,128,0.5158,0.8575,2.079
"ANPP_1","VapourPressureDeficit","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.397e-10,149,0.4351,0.8673,2.976
"ANPP_foliage","VapourPressureDeficit","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.961e-13,128,0.5595,0.8489,2.039
"ANPP_1","VapourPressureDeficit","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,3.486e-12,149,0.4065,0.8589,3.047
"ANPP_foliage","VapourPressureDeficit","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.238e-12,128,0.5263,0.8503,2.306
"ANPP_1","VapourPressureDeficit","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.092e-10,149,0.3644,0.8471,3.359
"ANPP_foliage","VapourPressureDeficit","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,4.278e-13,128,0.5555,0.8443,1.908
"ANPP_1","VapourPressureDeficit","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,9.641e-06,149,0.1677,0.837,1.233
"ANPP_foliage","VapourPressureDeficit","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,9.516e-10,128,0.3953,0.819,1.496
"ANPP_1","VapourPressureDeficit","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.174e-09,149,0.3373,0.8613,1.484
"ANPP_foliage","VapourPressureDeficit","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,8.442e-11,128,0.4297,0.8435,1.726
"ANPP_1","VapourPressureDeficit","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.4e-05,149,0.2886,0.893,1.628
"ANPP_foliage","VapourPressureDeficit","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,8.251e-11,128,0.4165,0.8314,2.042
"ANPP_1","VapourPressureDeficit","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,4.986e-10,149,0.404,0.8584,3.771
"ANPP_foliage","VapourPressureDeficit","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,3.045e-12,128,0.5211,0.8459,2.058
"ANPP_1","VapourPressureDeficit","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.659e-09,149,0.2918,0.8578,0.6228
"ANPP_foliage","VapourPressureDeficit","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,2.501e-09,128,0.3126,0.8412,2.576
"ANPP_1","VapourPressureDeficit","Aridity","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.4e-05,149,0.2886,0.893,1.643
"ANPP_foliage","VapourPressureDeficit","Aridity","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,5.922e-10,128,0.3804,0.8123,1.93
"ANPP_1","VapourPressureDeficit","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,7.616e-07,149,0.4127,0.9069,0.0122
"ANPP_foliage","VapourPressureDeficit","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,2.038e-09,128,0.361,0.8462,1.151
"ANPP_woody","mat","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.001257,55,0.384,0.7826,1.034
"ANPP_woody_stem","mat","map","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,2.867e-15,244,0.3684,0.8079,0.02595
"ANPP_woody_branch","mat","map","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6078,62,0.02358,0.4231,0.4913
"ANPP_woody","mat","lat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.001878,56,0.3709,0.7767,0.761
"ANPP_woody_stem","mat","lat","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,1.152e-14,247,0.3806,0.8272,0.114
"ANPP_woody_branch","mat","lat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6693,64,0.01793,0.4188,0.6056
"ANPP_woody","mat","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.0005407,56,0.528,0.8422,1.418
"ANPP_woody_stem","mat","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.237e-14,247,0.3683,0.8281,0.8957
"ANPP_woody_branch","mat","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6693,64,0.01793,0.4188,0.6056
"ANPP_woody","mat","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.001878,56,0.3709,0.7767,0.6442
"ANPP_woody_stem","mat","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,1.152e-14,247,0.3806,0.8272,0.114
"ANPP_woody_branch","mat","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6693,64,0.01793,0.4188,0.6056
"ANPP_woody","mat","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.0009607,56,0.4918,0.7624,0.2155
"ANPP_woody_stem","mat","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,1.152e-14,247,0.3806,0.8272,0.114
"ANPP_woody_branch","mat","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6693,64,0.01793,0.4188,0.8052
"ANPP_woody","mat","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.001878,56,0.3709,0.7767,0.761
"ANPP_woody_stem","mat","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,3.19e-15,247,0.3898,0.8212,0.6799
"ANPP_woody_branch","mat","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6693,64,0.01793,0.4188,0.6056
"ANPP_woody","mat","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.001878,56,0.3709,0.7767,0.761
"ANPP_woody_stem","mat","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.458e-15,247,0.4215,0.8249,0.2137
"ANPP_woody_branch","mat","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6693,64,0.01793,0.4188,0.6056
"ANPP_woody","mat","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.001878,56,0.3709,0.7767,0.761
"ANPP_woody_stem","mat","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,1.152e-14,247,0.3806,0.8272,0.114
"ANPP_woody_branch","mat","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6693,64,0.01793,0.4188,0.6056
"ANPP_woody","mat","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.0008025,56,0.4992,0.8417,0.5127
"ANPP_woody_stem","mat","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.15e-14,247,0.3632,0.8261,0.9783
"ANPP_woody_branch","mat","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6693,64,0.01793,0.4188,0.6056
"ANPP_woody","mat","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.000359,56,0.5155,0.8105,2.351
"ANPP_woody_stem","mat","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,1.152e-14,247,0.3806,0.8272,0.114
"ANPP_woody_branch","mat","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6693,64,0.01793,0.4188,0.6056
"ANPP_woody","mat","Aridity","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.001878,56,0.3709,0.7767,0.761
"ANPP_woody_stem","mat","Aridity","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.867e-16,247,0.3976,0.8308,3.876
"ANPP_woody_branch","mat","Aridity","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6693,64,0.01793,0.4188,0.6056
"ANPP_woody","mat","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.0004966,56,0.5151,0.7888,1.287
"ANPP_woody_stem","mat","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,8.57e-15,247,0.3913,0.8353,1.533
"ANPP_woody_branch","mat","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6693,64,0.01793,0.4188,0.6056
"ANPP_woody","mat","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.001878,56,0.3709,0.7767,0.761
"ANPP_woody_stem","mat","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.174e-14,247,0.3798,0.8417,0.9557
"ANPP_woody_branch","mat","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6693,64,0.01793,0.4188,0.6056
"ANPP_woody","map","mat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.0006559,55,0.3084,0.7591,4.858
"ANPP_woody_stem","map","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,2.144e-14,244,0.3753,0.8046,1.497
"ANPP_woody_branch","map","mat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5611,62,0.0315,0.4302,2.383
"ANPP_woody","map","lat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.0006559,55,0.3084,0.7591,4.858
"ANPP_woody_stem","map","lat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,7.201e-15,249,0.3795,0.8323,5.068
"ANPP_woody_branch","map","lat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5458,67,0.0305,0.4237,2.307
"ANPP_woody","map","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.0006559,55,0.3084,0.7591,4.858
"ANPP_woody_stem","map","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.899e-11,249,0.3278,0.8095,3.212
"ANPP_woody_branch","map","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5458,67,0.0305,0.4237,2.307
"ANPP_woody","map","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.0006559,55,0.3084,0.7591,1.303
"ANPP_woody_stem","map","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.829e-12,249,0.3266,0.8195,3.527
"ANPP_woody_branch","map","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5458,67,0.0305,0.4237,2.307
"ANPP_woody","map","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.000239,55,0.5031,0.7839,1.711
"ANPP_woody_stem","map","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,7.799e-12,249,0.3078,0.8185,3.205
"ANPP_woody_branch","map","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5458,67,0.0305,0.4237,1.077
"ANPP_woody","map","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.0006559,55,0.3084,0.7591,3.563
"ANPP_woody_stem","map","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,1.557e-09,249,0.195,0.8068,0.5559
"ANPP_woody_branch","map","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5458,67,0.0305,0.4237,2.307
"ANPP_woody","map","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.0006559,55,0.3084,0.7591,3.588
"ANPP_woody_stem","map","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,5.421e-12,249,0.2983,0.8162,1.383
"ANPP_woody_branch","map","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5458,67,0.0305,0.4237,2.307
"ANPP_woody","map","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.0006559,55,0.3084,0.7591,4.858
"ANPP_woody_stem","map","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,8.119e-11,249,0.2409,0.8382,3.393
"ANPP_woody_branch","map","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5458,67,0.0305,0.4237,2.307
"ANPP_woody","map","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.0006559,55,0.3084,0.7591,4.858
"ANPP_woody_stem","map","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,5.147e-11,249,0.3215,0.8103,3.944
"ANPP_woody_branch","map","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5458,67,0.0305,0.4237,2.307
"ANPP_woody","map","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.0006559,55,0.3084,0.7591,4.858
"ANPP_woody_stem","map","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,5.243e-10,249,0.2613,0.8094,3.836
"ANPP_woody_branch","map","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5458,67,0.0305,0.4237,2.307
"ANPP_woody","map","Aridity","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.0006559,55,0.3084,0.7591,4.591
"ANPP_woody_stem","map","Aridity","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.333e-09,249,0.2139,0.8024,1.858
"ANPP_woody_branch","map","Aridity","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5458,67,0.0305,0.4237,2.307
"ANPP_woody","map","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.0006559,55,0.3084,0.7591,4.858
